CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,Final_InStoreShare,Final_UE_share,Final_DD_share,Final_SD_share,TotalDeliveryOrders,TotalRevenue,TotalNetProfit,AggregatorOrders,AggregatorDependence,InStoreReliance,AggregatorRiskCategory
Kebabs/Mediterranean,26338,Greek Diner,Full-service,CBD,0.99,34.18,1498,309,10561.62,654,357,178,22353.72,12202.26,6084.04,0.360528337280266,0.53881488875486,0.3,14,4.13,735.14,1063.1,-4456.06,-2432.44,-122.74,0.26,0.55,0.3,0.15,0.20627503337783712,0.43658210947930576,0.2383177570093458,0.11882510013351134,1189,51201.64000000001,-5948.14,1011,0.6748998664886515,0.20627503337783712,Medium Risk
Kebabs/Mediterranean,26415,Spice House,QSR,CBD,0.99,36.99,1429,105,3883.95,728,397,199,26928.72,14685.03,7361.01,0.207761437240988,0.384028044389561,0.27,10,2.95,587.05,1585.47,3721.83,2029.63,2417.79,0.08,0.55,0.3,0.15,0.0734779566130161,0.509447165850245,0.27781665500349895,0.13925822253324002,1324,52858.71000000001,9754.720000000001,1125,0.7872638208537439,0.0734779566130161,High Risk
Kebabs/Mediterranean,25716,Souvlaki Cafe,Cafe,CBD,0.99,34.7,1218,100,3470.0,615,335,168,21340.5,11624.5,5829.6,0.254000046662986,0.421319737914018,0.28,11,3.25,546.0,1126.64,953.5,519.39,1346.76,0.09,0.55,0.3,0.15,0.08210180623973727,0.5049261083743842,0.27504105090311987,0.13793103448275862,1118,42264.6,3946.29,950,0.7799671592775042,0.08210180623973727,High Risk
Kebabs/Mediterranean,25074,Souvlaki Diner,QSR,South Auckland,1.05,42.51,1358,100,4251.0,692,377,189,29416.92,16026.27,8034.39,0.272697974964976,0.440672687697224,0.3,4,1.18,223.02,1218.46,-393.32,-214.28,2079.87,0.08,0.55,0.3,0.15,0.07363770250368189,0.5095729013254786,0.2776141384388807,0.13917525773195877,1258,57728.58,2690.73,1069,0.7871870397643593,0.07363770250368189,High Risk
Kebabs/Mediterranean,25692,Greek Grill,Full-service,North Shore,1.03,38.68,1742,381,14737.08,749,408,204,28971.32,15781.44,7890.72,0.389718009717762,0.534242850425653,0.3,12,3.54,722.16,1120.59,-6488.44,-3534.42,-122.16,0.28,0.55,0.3,0.15,0.21871412169919632,0.42996555683122845,0.23421354764638347,0.11710677382319173,1361,67380.56,-9024.43,1157,0.664179104477612,0.21871412169919632,Medium Risk
Kebabs/Mediterranean,25303,Ottoman Tavern,Full-service,CBD,0.99,37.81,1046,159,6011.79,488,266,133,18451.28,10057.46,5028.73,0.370080332399812,0.466449171002023,0.3,6,1.77,235.41,982.75,-2519.14,-1373.14,586.64,0.18,0.55,0.3,0.15,0.15200764818355642,0.4665391969407266,0.25430210325047803,0.12715105162523901,887,39549.259999999995,-2322.89,754,0.7208413001912046,0.15200764818355642,High Risk
Kebabs/Mediterranean,26569,Souvlaki Kitchen,QSR,South Auckland,1.05,46.38,900,89,4127.82,446,243,122,20685.48,11270.34,5658.36,0.207854159921408,0.440306167863309,0.29,4,1.18,143.96,1452.33,1279.18,696.95,1846.88,0.11,0.55,0.3,0.15,0.09888888888888889,0.4955555555555556,0.27,0.13555555555555557,811,41742.0,5275.34,689,0.7655555555555555,0.09888888888888889,High Risk
Kebabs/Mediterranean,26693,Greek House,QSR,South Auckland,1.05,36.8,1216,110,4048.0,608,332,166,22374.4,12217.6,6108.8,0.226574461422861,0.353757500462234,0.32,18,5.31,881.46,1698.82,2230.01,1217.7,1682.21,0.1,0.55,0.3,0.15,0.09046052631578948,0.5,0.2730263157894737,0.13651315789473684,1106,44748.8,6828.74,940,0.7730263157894737,0.09046052631578948,High Risk
Kebabs/Mediterranean,26435,Greek House,Cafe,South Auckland,1.05,42.64,1467,108,4605.12,747,408,204,31852.08,17397.12,8698.56,0.209985647685826,0.44281000609044,0.33,4,1.18,240.72,1598.92,547.99,299.31,2779.46,0.08,0.55,0.3,0.15,0.0736196319018405,0.50920245398773,0.278118609406953,0.1390593047034765,1359,62552.880000000005,5225.68,1155,0.787321063394683,0.0736196319018405,High Risk
Kebabs/Mediterranean,26032,Spice Eatery,Cafe,North Shore,1.03,45.93,1535,164,7532.52,754,411,206,34631.22,18877.23,9461.58,0.213373685609549,0.426120710535906,0.29,9,2.66,547.96,2715.52,2441.7,1330.95,2862.99,0.12,0.55,0.3,0.15,0.10684039087947883,0.49120521172638437,0.26775244299674267,0.13420195439739413,1371,70502.55,9351.16,1165,0.758957654723127,0.10684039087947883,High Risk
Kebabs/Mediterranean,26692,Greek Cafe,QSR,North Shore,1.03,32.39,1305,139,4502.21,641,350,175,20761.99,11336.5,5668.25,0.215522291325033,0.394629188580438,0.28,9,2.66,465.5,1755.18,2280.67,1245.3,1744.26,0.12,0.55,0.3,0.15,0.10651340996168582,0.49118773946360156,0.2681992337164751,0.13409961685823754,1166,42268.95,7025.410000000001,991,0.7593869731800766,0.10651340996168582,High Risk
Kebabs/Mediterranean,25188,Ottoman Eatery,Cafe,CBD,0.99,39.88,1076,123,4905.24,524,286,143,20897.12,11405.68,5702.84,0.219640405401587,0.369246097211726,0.28,18,5.31,759.33,2016.61,2739.89,1495.44,1585.18,0.13,0.55,0.3,0.15,0.11431226765799256,0.48698884758364314,0.26579925650557623,0.13289962825278812,953,42910.880000000005,7837.120000000001,810,0.7527881040892194,0.11431226765799256,High Risk
Kebabs/Mediterranean,26431,Spice Corner,Full-service,West Auckland,1.04,34.12,1357,197,6721.64,638,348,174,21768.56,11873.76,5936.88,0.385203610151075,0.470712219574489,0.3,8,2.36,410.64,968.48,-3394.06,-1851.31,444.77,0.17,0.55,0.3,0.15,0.1451731761238025,0.47015475313190863,0.25644804716285924,0.12822402358142962,1160,46300.84,-3832.1199999999994,986,0.7266028002947679,0.1451731761238025,High Risk
Kebabs/Mediterranean,25031,Spice Cafe,Ghost Kitchen,West Auckland,1.04,34.63,488,31,1073.53,251,137,69,8692.13,4744.31,2389.47,0.259661736420821,0.349253115220927,0.27,18,5.31,366.39,419.84,1052.49,574.47,568.1,0.07,0.55,0.3,0.15,0.06352459016393443,0.514344262295082,0.2807377049180328,0.1413934426229508,457,16899.440000000002,2614.9,388,0.7950819672131147,0.06352459016393443,High Risk
Kebabs/Mediterranean,25675,Souvlaki House,Cafe,CBD,0.99,32.2,980,120,3864.0,473,258,129,15230.6,8307.6,4153.8,0.27029560610652,0.429420872707851,0.27,6,1.77,228.33,1160.3,461.24,251.58,1018.99,0.14,0.55,0.3,0.15,0.12244897959183673,0.4826530612244898,0.26326530612244897,0.13163265306122449,860,31555.999999999996,2892.1099999999997,731,0.7459183673469387,0.12244897959183673,High Risk
Kebabs/Mediterranean,25826,Ottoman Bistro,QSR,CBD,0.99,38.14,570,70,2669.8,275,150,75,10488.5,5721.0,2860.5,0.250799133498222,0.372224805108272,0.29,9,2.66,199.5,1006.45,912.25,497.59,878.84,0.14,0.55,0.3,0.15,0.12280701754385964,0.4824561403508772,0.2631578947368421,0.13157894736842105,500,21739.8,3295.13,425,0.7456140350877193,0.12280701754385964,High Risk
Kebabs/Mediterranean,26516,Souvlaki House,Cafe,CBD,0.99,36.82,1405,161,5928.02,684,373,187,25184.88,13733.86,6885.34,0.203489521797746,0.444077751017176,0.32,15,4.43,828.41,2089.23,816.81,445.43,1598.21,0.13,0.55,0.3,0.15,0.11459074733096085,0.48683274021352313,0.26548042704626335,0.13309608540925266,1244,51732.100000000006,4949.68,1057,0.7523131672597865,0.11459074733096085,High Risk
Kebabs/Mediterranean,26552,Ottoman Bistro,QSR,CBD,0.99,38.09,574,47,1790.23,290,158,79,11046.1,6018.22,3009.11,0.248063210938126,0.365854865894653,0.27,5,1.48,116.92,691.18,1282.25,698.61,1044.84,0.09,0.55,0.3,0.15,0.08188153310104529,0.5052264808362369,0.27526132404181186,0.13763066202090593,527,21863.66,3716.88,448,0.7804878048780488,0.08188153310104529,High Risk
Kebabs/Mediterranean,25718,Mediterranean Grill,QSR,West Auckland,1.04,31.23,1671,205,6402.15,806,440,220,25171.38,13741.2,6870.6,0.200967224538326,0.431224536173977,0.31,6,1.77,389.4,2354.76,1455.11,794.35,2137.66,0.14,0.55,0.3,0.15,0.12268102932375823,0.4823459006582885,0.26331538001196886,0.13165769000598443,1466,52185.329999999994,6741.88,1246,0.7456612806702573,0.12268102932375823,High Risk
Kebabs/Mediterranean,25568,Greek Corner,Full-service,West Auckland,1.04,31.98,1032,172,5500.56,473,258,129,15126.54,8250.84,4125.42,0.356301359925419,0.467378633026965,0.29,10,2.95,380.55,969.86,-1719.58,-937.96,346.84,0.2,0.55,0.3,0.15,0.16666666666666666,0.4583333333333333,0.25,0.125,860,33003.36,-1340.84,731,0.7083333333333334,0.16666666666666666,High Risk
Kebabs/Mediterranean,25880,Spice Diner,Full-service,West Auckland,1.04,35.91,1569,343,12317.13,674,368,184,24203.34,13214.88,6607.44,0.351554542139638,0.533320125006139,0.29,10,2.95,542.8,1418.01,-4232.55,-2310.95,217.88,0.28,0.55,0.3,0.15,0.21861057998725303,0.4295729764181007,0.23454429572976418,0.11727214786488209,1226,56342.79,-4907.61,1042,0.6641172721478649,0.21861057998725303,Medium Risk
Kebabs/Mediterranean,26250,Souvlaki Cafe,Full-service,North Shore,1.03,46.15,1328,282,13014.3,575,314,157,26536.25,14491.1,7245.55,0.396782761567738,0.455687405145727,0.31,5,1.48,232.36,1920.0,-4311.35,-2354.37,836.57,0.27,0.55,0.3,0.15,0.21234939759036145,0.4329819277108434,0.23644578313253012,0.11822289156626506,1046,61287.200000000004,-3909.15,889,0.6694277108433735,0.21234939759036145,Medium Risk
Kebabs/Mediterranean,26047,Souvlaki Bistro,Cafe,West Auckland,1.04,39.38,955,109,4292.42,465,254,127,18311.7,10002.52,5001.26,0.207481613606215,0.44197449288331,0.32,18,5.31,674.37,1504.68,559.31,305.52,1078.79,0.13,0.55,0.3,0.15,0.11413612565445026,0.4869109947643979,0.26596858638743454,0.13298429319371727,846,37607.9,3448.2999999999997,719,0.7528795811518325,0.11413612565445026,High Risk
Kebabs/Mediterranean,25360,Ottoman Kitchen,Full-service,CBD,0.99,35.42,1344,251,8890.42,601,328,164,21287.42,11617.76,5808.88,0.356388753640931,0.497181930672377,0.27,11,3.25,533.0,1301.82,-2630.5,-1435.61,317.59,0.23,0.55,0.3,0.15,0.18675595238095238,0.44717261904761907,0.24404761904761904,0.12202380952380952,1093,47604.479999999996,-2446.7,929,0.6912202380952381,0.18675595238095238,Medium Risk
Kebabs/Mediterranean,26295,Ottoman Diner,Cafe,South Auckland,1.05,36.84,1234,151,5562.84,596,325,162,21956.64,11973.0,5968.08,0.246793070137501,0.430129933496937,0.28,15,4.43,717.66,1797.23,945.83,515.76,1210.49,0.14,0.55,0.3,0.15,0.12236628849270664,0.4829821717990275,0.2633711507293355,0.1312803889789303,1083,45460.56,4469.3099999999995,921,0.7463533225283631,0.12236628849270664,High Risk
Kebabs/Mediterranean,26319,Mediterranean Eatery,Cafe,West Auckland,1.04,45.02,1223,150,6753.0,590,322,161,26561.8,14496.44,7248.22,0.215267715398222,0.423388046748005,0.31,13,3.84,618.24,2440.16,1363.8,744.31,2000.86,0.14,0.55,0.3,0.15,0.12264922322158626,0.48242027800490594,0.2632869991823385,0.13164349959116925,1073,55059.46000000001,6549.13,912,0.7457072771872445,0.12264922322158626,High Risk
Kebabs/Mediterranean,25043,Spice Bistro,Cafe,South Auckland,1.05,39.49,1499,160,6318.4,736,402,201,29064.64,15874.98,7937.49,0.276171390805393,0.366074593015946,0.28,12,3.54,711.54,2260.43,2259.89,1234.34,2128.13,0.12,0.55,0.3,0.15,0.1067378252168112,0.49099399599733157,0.26817878585723814,0.13408939292861907,1339,59195.51,7882.79,1138,0.7591727818545697,0.1067378252168112,High Risk
Kebabs/Mediterranean,25558,Spice Cafe,Cafe,North Shore,1.03,31.21,1210,139,4338.19,589,321,161,18382.69,10018.41,5024.81,0.260982005298138,0.377487498149276,0.33,12,3.54,569.94,1568.39,579.62,315.89,1246.68,0.13,0.55,0.3,0.15,0.11487603305785124,0.48677685950413224,0.2652892561983471,0.13305785123966943,1071,37764.1,3710.58,910,0.7520661157024794,0.11487603305785124,High Risk
Kebabs/Mediterranean,25475,Ottoman Eatery,Full-service,South Auckland,1.05,32.63,556,96,3132.48,253,138,69,8255.39,4502.94,2251.47,0.357650327438023,0.46010667392984,0.29,13,3.84,264.96,570.87,-889.58,-485.22,145.35,0.21,0.55,0.3,0.15,0.17266187050359713,0.4550359712230216,0.24820143884892087,0.12410071942446044,460,18142.28,-658.58,391,0.7032374100719424,0.17266187050359713,High Risk
Kebabs/Mediterranean,25344,Spice Grill,QSR,North Shore,1.03,31.78,992,121,3845.38,479,261,131,15222.62,8294.58,4163.18,0.259586884006858,0.444023559708148,0.28,6,1.77,231.87,1139.73,249.49,135.94,1002.05,0.14,0.55,0.3,0.15,0.1219758064516129,0.48286290322580644,0.26310483870967744,0.13205645161290322,871,31525.760000000002,2527.21,740,0.7459677419354839,0.1219758064516129,High Risk
Pizza,26112,Lucky Pizza Grill,Full-service,South Auckland,1.05,38.94,1136,352,13706.88,274,157,353,10669.56,6113.58,13745.82,0.395483180938754,0.512464524642564,0.3,12,3.54,1249.62,1261.75,-2218.71,-1271.3,15.71,0.45,0.35,0.2,0.45,0.30985915492957744,0.24119718309859156,0.1382042253521127,0.3107394366197183,784,44235.84,-2212.55,431,0.37940140845070425,0.30985915492957744,Low Risk
Pizza,25380,Top Pizza Bistro,Ghost Kitchen,West Auckland,1.04,44.93,1280,105,4717.65,411,235,529,18466.23,10558.55,23767.97,0.288379963859916,0.343913668871392,0.31,16,4.72,2496.88,1734.71,1065.62,609.3,6242.75,0.09,0.35,0.2,0.45,0.08203125,0.32109375,0.18359375,0.41328125,1175,57510.399999999994,9652.380000000001,646,0.5046875,0.08203125,Medium Risk
Pizza,25774,Urban Pizza Grill,Full-service,North Shore,1.03,36.86,1156,385,14191.1,270,154,347,9952.2,5676.44,12790.42,0.35236691699829,0.470903452159837,0.29,4,1.18,409.46,2507.99,-1127.29,-642.97,1850.99,0.5,0.35,0.2,0.45,0.33304498269896193,0.23356401384083045,0.13321799307958476,0.30017301038062283,771,42610.16,2588.72,424,0.36678200692041524,0.33304498269896193,Low Risk
Pizza,26463,King Pizza Bistro,Full-service,South Auckland,1.05,43.67,1315,395,17249.65,322,184,414,14061.74,8035.28,18079.38,0.365248476399574,0.474028118723072,0.28,4,1.18,488.52,2772.42,-1677.24,-958.42,2417.26,0.43,0.35,0.2,0.45,0.30038022813688214,0.24486692015209124,0.1399239543726236,0.314828897338403,920,57426.05,2554.0200000000004,506,0.38479087452471483,0.30038022813688214,Low Risk
Pizza,25086,Urban Pizza Eatery,Cafe,CBD,0.99,37.54,1551,481,18056.74,374,214,482,14039.96,8033.56,18094.28,0.221766426768154,0.386539075057954,0.31,5,1.48,713.36,7072.73,1146.99,656.3,6374.07,0.45,0.35,0.2,0.45,0.31012250161186333,0.24113475177304963,0.13797549967762734,0.3107672469374597,1070,58224.54,15250.089999999998,588,0.379110251450677,0.31012250161186333,Low Risk
Pizza,25882,Classic Pizza Grill,Ghost Kitchen,West Auckland,1.04,42.19,1058,69,2911.11,346,198,445,14597.74,8353.62,18774.55,0.253875967266504,0.27200572937727,0.27,9,2.66,1183.7,1380.21,2979.67,1705.13,7717.66,0.07,0.35,0.2,0.45,0.06521739130434782,0.3270321361058601,0.18714555765595464,0.42060491493383745,989,44637.020000000004,13782.67,544,0.5141776937618148,0.06521739130434782,Medium Risk
Pizza,25780,Lucky Pizza Eatery,Full-service,West Auckland,1.04,32.31,1698,602,19450.62,384,219,493,12407.04,7075.89,15928.83,0.37472741433885,0.536548694083467,0.31,12,3.54,1745.22,1725.73,-2745.38,-1565.73,-331.95,0.55,0.35,0.2,0.45,0.3545347467608952,0.22614840989399293,0.12897526501766785,0.29034157832744406,1096,54862.380000000005,-2917.33,603,0.3551236749116608,0.3545347467608952,Low Risk
Pizza,25449,King Pizza Tavern,Cafe,CBD,0.99,33.24,1773,469,15589.56,456,261,587,15157.44,8675.64,19511.88,0.212204296216369,0.350974699202925,0.32,9,2.66,1561.42,6809.85,1770.71,1013.5,6961.78,0.36,0.35,0.2,0.45,0.2645234066553864,0.2571912013536379,0.14720812182741116,0.3310772701635646,1304,58934.520000000004,16555.84,717,0.40439932318104904,0.2645234066553864,Low Risk
Pizza,25373,Top Pizza Tavern,Full-service,CBD,0.99,37.38,1251,422,15774.36,290,166,373,10840.2,6205.08,13942.74,0.391263067803811,0.527080510440283,0.28,13,3.84,1432.32,1288.08,-2150.08,-1230.74,-293.81,0.51,0.35,0.2,0.45,0.33733013589128696,0.23181454836131096,0.13269384492406075,0.2981614708233413,829,46762.38,-2386.5499999999997,456,0.3645083932853717,0.33733013589128696,Low Risk
Pizza,25038,King Pizza Grill,QSR,West Auckland,1.04,37.49,578,100,3749.0,167,96,215,6260.83,3599.04,8060.35,0.274961324650794,0.424550715275109,0.32,15,4.43,952.45,1126.53,-122.16,-70.22,1469.59,0.21,0.35,0.2,0.45,0.17301038062283736,0.2889273356401384,0.16608996539792387,0.3719723183391003,478,21669.22,2403.74,263,0.45501730103806226,0.17301038062283736,Low Risk
Pizza,25006,Lucky Pizza Cafe,QSR,West Auckland,1.04,36.59,617,111,4061.49,177,101,228,6476.43,3695.59,8342.52,0.206805597655475,0.410740737128071,0.28,5,1.48,337.44,1553.33,663.53,378.63,2853.19,0.22,0.35,0.2,0.45,0.17990275526742303,0.28687196110210694,0.16369529983792544,0.3695299837925446,506,22576.03,5448.68,278,0.4505672609400324,0.17990275526742303,Low Risk
Pizza,26142,Top Pizza Eatery,Cafe,CBD,0.99,35.99,893,178,6406.22,250,143,322,8997.5,5146.57,11588.78,0.241009941715747,0.441597330896184,0.29,12,3.54,1139.88,2033.29,246.47,140.98,2538.31,0.25,0.35,0.2,0.45,0.19932810750279956,0.2799552071668533,0.1601343784994401,0.36058230683090703,715,32139.07,4959.049999999999,393,0.4400895856662934,0.19932810750279956,Low Risk
Pizza,25392,Urban Pizza Corner,QSR,South Auckland,1.05,46.88,1499,270,12657.6,430,246,553,20158.4,11532.48,25924.64,0.279234420564026,0.354903346952051,0.3,5,1.48,818.44,4630.94,1327.68,759.55,8666.41,0.22,0.35,0.2,0.45,0.1801200800533689,0.2868579052701801,0.16410940627084722,0.36891260840560375,1229,70273.12,15384.58,676,0.45096731154102737,0.1801200800533689,Low Risk
Pizza,26564,Urban Pizza House,QSR,CBD,0.99,35.24,1210,264,9303.36,331,189,426,11664.44,6660.36,15012.24,0.240514187514782,0.418890317482874,0.3,11,3.25,1384.5,3168.68,473.52,270.38,3728.6,0.28,0.35,0.2,0.45,0.21818181818181817,0.2735537190082645,0.15619834710743802,0.35206611570247937,946,42640.4,7641.18,520,0.4297520661157025,0.21818181818181817,Low Risk
Pizza,25025,Top Pizza Grill,Full-service,North Shore,1.03,31.92,1930,510,16279.2,497,284,639,15864.24,9065.28,20396.88,0.390945377526805,0.534093063115142,0.3,12,3.54,2262.06,1220.31,-3570.06,-2040.04,-733.08,0.36,0.35,0.2,0.45,0.26424870466321243,0.25751295336787566,0.14715025906735751,0.3310880829015544,1420,61605.600000000006,-5122.87,781,0.4046632124352332,0.26424870466321243,Low Risk
Pizza,25106,Urban Pizza Diner,Ghost Kitchen,West Auckland,1.04,34.66,648,30,1039.8,216,124,278,7486.56,4297.84,9635.48,0.292292550276034,0.295013707689941,0.28,13,3.84,1067.52,429.12,993.42,570.3,2908.98,0.05,0.35,0.2,0.45,0.046296296296296294,0.3333333333333333,0.19135802469135801,0.42901234567901236,618,22459.68,4901.82,340,0.5246913580246914,0.046296296296296294,Medium Risk
Pizza,25139,Urban Pizza Grill,Ghost Kitchen,South Auckland,1.05,32.66,744,35,1143.1,248,142,319,8099.68,4637.72,10418.54,0.251355279691052,0.216788948315661,0.32,15,4.43,1413.17,607.96,1715.96,982.53,4127.99,0.05,0.35,0.2,0.45,0.04704301075268817,0.3333333333333333,0.19086021505376344,0.42876344086021506,709,24299.04,7434.44,390,0.5241935483870968,0.04704301075268817,Medium Risk
Pizza,26257,Classic Pizza Eatery,QSR,West Auckland,1.04,35.1,1333,275,9652.5,370,212,476,12987.0,7441.2,16707.6,0.269191359058023,0.41315082681831,0.31,8,2.36,1123.36,3066.19,99.45,56.98,4183.94,0.26,0.35,0.2,0.45,0.20630157539384847,0.27756939234808703,0.159039759939985,0.3570892723180795,1058,46788.3,7406.5599999999995,582,0.436609152288072,0.20630157539384847,Low Risk
Pizza,25369,Lucky Pizza Bistro,Cafe,South Auckland,1.05,38.81,1624,355,13777.55,444,254,571,17231.64,9857.74,22160.51,0.213594257980585,0.397822910523973,0.33,10,2.95,1684.45,5353.72,1009.48,577.49,6926.74,0.28,0.35,0.2,0.45,0.2185960591133005,0.2733990147783251,0.1564039408866995,0.3516009852216749,1269,63027.44,13867.43,698,0.42980295566502463,0.2185960591133005,Low Risk
Pizza,26111,Urban Pizza Kitchen,QSR,North Shore,1.03,42.32,1855,346,14642.72,528,302,679,22344.96,12780.64,28735.28,0.226639509219676,0.395567658729851,0.27,3,0.89,604.31,5531.91,2408.63,1377.66,10251.67,0.23,0.35,0.2,0.45,0.18652291105121294,0.2846361185983827,0.1628032345013477,0.3660377358490566,1509,78503.6,19569.870000000003,830,0.4474393530997305,0.18652291105121294,Low Risk
Pizza,25492,Lucky Pizza Tavern,QSR,South Auckland,1.05,36.23,1746,303,10977.69,505,289,649,18296.15,10470.47,23513.27,0.259713232722133,0.429588017426431,0.32,7,2.07,1343.43,3410.75,-170.18,-97.39,5962.11,0.21,0.35,0.2,0.45,0.17353951890034364,0.28923253150057276,0.16552119129438717,0.37170675830469646,1443,63257.58,9105.29,794,0.4547537227949599,0.17353951890034364,Low Risk
Pizza,25682,Top Pizza House,Full-service,North Shore,1.03,46.34,1569,543,25162.62,359,205,462,16636.06,9499.7,21409.08,0.373308735329192,0.462983097415417,0.28,15,4.43,2046.66,4119.33,-1934.64,-1104.74,1458.18,0.53,0.35,0.2,0.45,0.34608030592734224,0.22880815806246016,0.13065646908859146,0.2944550669216061,1026,72707.46,2538.1299999999997,564,0.35946462715105165,0.34608030592734224,Low Risk
Pizza,26103,King Pizza Bistro,QSR,North Shore,1.03,39.15,1914,383,14994.45,536,306,689,20984.4,11979.9,26974.35,0.222852778360248,0.388389316829853,0.31,11,3.25,2239.25,5829.21,1652.69,943.51,8247.24,0.25,0.35,0.2,0.45,0.2001044932079415,0.2800417972831766,0.15987460815047022,0.3599791013584117,1531,74933.1,16672.65,842,0.4399164054336468,0.2001044932079415,Low Risk
Pizza,26574,Urban Pizza Tavern,Cafe,West Auckland,1.04,44.39,2103,545,24192.55,545,312,701,24192.55,13849.68,31117.39,0.227275923360139,0.405208936799318,0.3,10,2.95,2067.95,8891.13,1633.36,935.06,9368.16,0.35,0.35,0.2,0.45,0.25915359010936756,0.25915359010936756,0.14835948644793154,0.3333333333333333,1558,93352.17,20827.71,857,0.40751307655729907,0.25915359010936756,Low Risk
Pizza,25092,Top Pizza Grill,Full-service,CBD,0.99,38.56,1452,392,15115.52,371,212,477,14305.76,8174.72,18393.12,0.368413513898849,0.490756772225723,0.3,12,3.54,1688.58,2128.71,-2277.05,-1301.17,901.72,0.37,0.35,0.2,0.45,0.2699724517906336,0.25550964187327824,0.14600550964187328,0.3285123966942149,1060,55989.119999999995,-547.7900000000002,583,0.4015151515151515,0.2699724517906336,Low Risk
Pizza,26346,King Pizza Diner,Ghost Kitchen,South Auckland,1.05,34.82,1559,74,2576.68,520,297,668,18106.4,10341.54,23259.76,0.251541353319772,0.346690253505949,0.32,10,2.95,1970.6,1035.23,1480.53,845.61,7374.44,0.05,0.35,0.2,0.45,0.04746632456703015,0.3335471456061578,0.19050673508659396,0.4284797947402181,1485,54284.380000000005,10735.81,817,0.5240538806927517,0.04746632456703015,Medium Risk
Pizza,25094,Urban Pizza Tavern,Full-service,CBD,0.99,35.58,1372,457,16260.06,320,183,412,11385.6,6511.14,14658.96,0.392297586519271,0.478353368979879,0.31,11,3.25,1339.0,2103.22,-2056.82,-1176.24,557.12,0.5,0.35,0.2,0.45,0.33309037900874633,0.23323615160349853,0.13338192419825073,0.30029154518950435,915,48815.76,-572.7200000000004,503,0.36661807580174927,0.33309037900874633,Low Risk
Pizza,25420,Lucky Pizza Corner,QSR,South Auckland,1.05,38.11,1361,236,8993.96,394,225,506,15015.34,8574.75,19283.66,0.217586544938386,0.420943735772744,0.3,14,4.13,2089.78,3251.04,922.99,527.09,4880.68,0.21,0.35,0.2,0.45,0.1734019103600294,0.2894930198383541,0.16531961792799413,0.37178545187362233,1125,51867.71,9581.8,619,0.4548126377663483,0.1734019103600294,Low Risk
Pizza,26460,King Pizza Diner,QSR,CBD,0.99,42.77,594,103,4405.31,172,98,221,7356.44,4191.46,9452.17,0.211001245379448,0.424304420920089,0.29,5,1.48,327.08,1606.59,549.48,313.08,3120.07,0.21,0.35,0.2,0.45,0.1734006734006734,0.2895622895622896,0.16498316498316498,0.3720538720538721,491,25405.379999999997,5589.219999999999,270,0.45454545454545453,0.1734006734006734,Low Risk
Pizza,25772,King Pizza Diner,Full-service,West Auckland,1.04,44.69,1130,381,17026.89,262,150,337,11708.78,6703.5,15060.53,0.354959928162862,0.479285536636598,0.32,16,4.72,1590.64,2822.28,-1806.03,-1033.98,905.71,0.51,0.35,0.2,0.45,0.33716814159292036,0.23185840707964603,0.13274336283185842,0.2982300884955752,749,50499.7,887.9800000000002,412,0.36460176991150445,0.33716814159292036,Low Risk
Pizza,25745,Lucky Pizza House,Cafe,North Shore,1.03,38.54,2039,561,21620.94,517,296,665,19925.18,11407.84,25629.1,0.253008397165686,0.351952241081744,0.32,9,2.66,1768.9,8541.12,1495.17,856.04,8355.6,0.38,0.35,0.2,0.45,0.27513487003433057,0.2535556645414419,0.14516920058852378,0.3261402648357038,1478,78583.06,19247.93,813,0.3987248651299657,0.27513487003433057,Low Risk
Pizza,25786,King Pizza Corner,Cafe,South Auckland,1.05,32.3,1390,312,10077.6,377,216,485,12177.1,6976.8,15665.5,0.224799485262483,0.363931142981164,0.3,6,1.77,858.45,4144.61,1354.94,776.3,5584.29,0.29,0.35,0.2,0.45,0.22446043165467625,0.2712230215827338,0.1553956834532374,0.3489208633093525,1078,44897.0,11860.14,593,0.4266187050359712,0.22446043165467625,Low Risk
Pizza,25962,Urban Pizza Cafe,Cafe,South Auckland,1.05,42.26,869,252,10649.52,216,123,278,9128.16,5197.98,11748.28,0.256736692748964,0.449217923730612,0.28,4,1.18,328.04,3131.44,128.21,73.01,3126.49,0.41,0.35,0.2,0.45,0.2899884925201381,0.24856156501726123,0.14154200230149597,0.31990794016110474,617,36723.94,6459.15,339,0.39010356731875717,0.2899884925201381,Low Risk
Pizza,26610,King Pizza Bistro,Cafe,CBD,0.99,42.19,1103,309,13036.71,278,159,357,11728.82,6708.21,15061.83,0.241353793535382,0.448946317541413,0.31,3,0.89,317.73,4037.47,-3.52,-2.01,4346.92,0.39,0.35,0.2,0.45,0.28014505893019037,0.25203989120580234,0.1441523118766999,0.3236627379873073,794,46535.57,8378.86,437,0.39619220308250225,0.28014505893019037,Low Risk
